Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GIL,"Gildan Activewear, Inc.",34.35,$7.1B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/gil
GIM,"Templeton Global Income Fund, Inc.",6.36,$853.16M,1988,n/a,n/a,https://www.nasdaq.com/symbol/gim
GIS,"General Mills, Inc.",43.85,$26.17B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/gis
GJH,STRATS Trust,9.36,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,23.1,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo
GJP,"Synthetic Fixed-Income Securities, Inc.",21.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22.664,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr
GJS,STRATS Trust,20.3299,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs
GJT,"Synthetic Fixed-Income Securities, Inc.",20.7,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.586,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv
GKOS,Glaukos Corporation,67.68,$2.44B,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gkos
GLOB,Globant S.A.,67.24,$2.41B,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/glob
GLOG,GasLog LP.,17.64,$1.43B,2012,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glog
GLOG^A,GasLog LP.,26.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glog^a
GLOP,GasLog Partners LP,23.07,$1.06B,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glop
GLOP^A,GasLog Partners LP,23.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glop^a
GLOP^B,GasLog Partners LP,22.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glop^b
GLOP^C,GasLog Partners LP,23.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glop^c
GLP,Global Partners LP,19.28,$655.43M,2005,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/glp
GLP^A,Global Partners LP,24.976,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glp^a
GLT,Glatfelter,13.77,$602.88M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/glt
GLW,Corning Incorporated,33.77,$26.61B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
GM,General Motors Company,39.91,$56.33B,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/gm
GM.WS.B,General Motors Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gm.ws.b
GME,Gamestop Corporation,11.51,$1.17B,2002,Consumer Services,Electronics Distribution,https://www.nasdaq.com/symbol/gme
GMED,"Globus Medical, Inc.",44.5,$4.38B,2012,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gmed
GMRE,Global Medical REIT Inc.,9.91,$220.92M,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/gmre
